"Rec No","Sup:Suppno","Sup:Suppcode","Sup:Suppname","Sup:Cpname","Sup:Address1","Sup:Address2","Sup:Address3","Sup:City","Sup:Pincode","Sup:Phoneno","Sup:Mobileno","Sup:Faxno","Sup:Exciseno","Sup:Sertaxno","Sup:Vatno","Sup:Cstno","Sup:Otherno","Sup:Pan","Sup:Tan","Sup:Assetno"
       74753,           787,822236,"PEGASUS HRD CENTRE PVT LTD",,,,"Srirampura Village, Jakkur(Post)","Bangalore",             0,,0,,,,,,,,,             0
       74754,           788,821397,"Perfect Cleaning and Allied Services",,,,,"Pune",             0,,0,,,,,,,,,             0
       74755,           789,821605,"Personal Touch",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74756,           790,822616,"Pioneer Electromatic Pvt. Ltd",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74757,           791,833690,"Pioneer Energy",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74758,           792,829152,"Piyalee Bakshi",,,,,"Pune",             0,,0,,,,,,,,,             0
       74759,           793,819948,"PIYALI SAHA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74760,           794,819976,"PIYUSH KULKARNI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74761,           795,819522,"PLATINUM CITY",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74762,           796,820077,"POLA PRADEEP KUMAR",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74763,           797,823489,"Pooja Asrani",,,,,"Pune",             0,,0,,,,,,,,,             0
       74764,           798,829998,"Pooja Devendra Kumari",,,,,"Pune",             0,,0,,,,,,,,,             0
       74765,           799,823517,"Pooja Electricals",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74766,           800,829306,"Pooja Gandole",,,,,"Pune",             0,,0,,,,,,,,,             0
       74767,           801,819891,"POOJA GAVANE",,,,,"Pune",             0,,0,,,,,,,,,             0
       74768,           802,829759,"Pooja Gohil",,,,,"Pune",             0,,0,,,,,,,,,             0
       74769,           803,844029,"Pooja Lavhate",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74770,           804,819952,"POOJA RAJPUT",,,,,"Pune",             0,,0,,,,,,,,,             0
       74771,           805,819788,"POOJA TRIPATHI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74772,           806,829758,"Pooja Vitthalrao Bhandare",,,,,"Pune",             0,,0,,,,,,,,,             0
       74773,           807,874748,"Poona Tours & Travels",,,,,"Pune",             0,,0,,,,,,,,,             0
       74774,           808,819701,"Poonam Chikhale",,,,,"Pune",             0,,0,,,,,,,,,             0
       74775,           809,823205,"Poonam Dalavi",,,,,"Pune",             0,,0,,,,,,,,,             0
       74776,           810,819725,"POONAM KADAM",,,,,"Pune",             0,,0,,,,,,,,,             0
       74777,           811,819644,"POONAM MANDHANI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74778,           812,831978,"Poonam Suresh Dhanwadkar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74779,           813,819900,"POONAM VERMA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74780,           814,823209,"Poornima Ganeshan",,,,,"Pune",             0,,0,,,,,,,,,             0
       74781,           815,836289,"Poorva Shinde",,,,,"Pune",             0,,0,,,,,,,,,             0
       74782,           816,823682,"Power Generation",,,,,"Pune",             0,,0,,,,,,,,,             0
       74783,           817,836653,"Powerica Ltd",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       74784,           818,819624,"PRABHAKAR SARAF",,,,,"Pune",             0,,0,,,,,,,,,             0
       74785,           819,850633,"Prabjot Singh",,,,,"Pune",             0,,0,,,,,,,,,             0
       74786,           820,819650,"PRACHI WAGHMARE",,,,,"Pune",             0,,0,,,,,,,,,             0
       74787,           821,843740,"Pradeep Singh",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74788,           822,819745,"PRADNYA PURANIK",,,,,"Pune",             0,,0,,,,,,,,,             0
       74789,           823,825596,"Praendex Management Resources Pvt. Ltd.",,,,"S.No 272/4/5/6/7 Pallod Farms, Banes Rd.","Pune",             0,,0,,,,,,,,,             0
       74790,           824,827231,"Pragati Padesur",,,,,"Pune",             0,,0,,,,,,,,,             0
       74791,           825,829763,"Prajakta Naik",,,,,"Pune",             0,,0,,,,,,,,,             0
       74792,           826,819806,"PRAJAKTA SAHARE",,,,,"Pune",             0,,0,,,,,,,,,             0
       74793,           827,819887,"PRAJAKTA SHINDE",,,,,"Pune",             0,,0,,,,,,,,,             0
       74794,           828,819812,"PRAJNESH SHETTY",,,,,"Pune",             0,,0,,,,,,,,,             0
       74795,           829,820119,"PRAJWALA THIPPAIAH",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74796,           830,820121,"PRAKASH SANKURI",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74797,           831,836629,"Prakruti Dong",,,,,"Pune",             0,,0,,,,,,,,,             0
       74798,           832,850853,"Pramati Technologies Pvt Ltd**Inactive**",,,,,"Hyderabad",             0,,0,,,,,,,,,             0
       74799,           833,819684,"Pramila Thakur",,,,,"Pune",             0,,0,,,,,,,,,             0
       74800,           834,828552,"Pramod Kulkarni",,,,,"Pune",             0,,0,,,,,,,,,             0
       74801,           835,821450,"Pramod Kumar Agrawal",,,,,"Pune",             0,,0,,,,,,,,,             0
       74802,           836,829909,"Pramod Rangrao Shinde",,,,,"Pune",             0,,0,,,,,,,,,             0
       74803,           837,819669,"Prasad Kulkarni",,,,,"Pune",             0,,0,,,,,,,,,             0
       74804,           838,837227,"Prasad Pradeep Naik",,,,,"Pune",             0,,0,,,,,,,,,             0
       74805,           839,821264,"PRASANNA KUMAR",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74806,           840,820113,"PRASANTA KUMAR LENKA",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74807,           841,819755,"PRASHANT MULAY",,,,,"Pune",             0,,0,,,,,,,,,             0
       74808,           842,820173,"PRASHANT YADAVALLI",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74809,           843,820002,"PRASHANTH N A",,,,"2ND STAGE, YESHWANTHPUR","BANGALORE",             0,,0,,,,,,,,,             0
       74810,           844,820151,"PRASHANTH S PILLAI",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74811,           845,845784,"Prasun Chatterjee",,,,,"Pune",             0,,0,,,,,,,,,             0
       74812,           846,826756,"Pratibha Kunwar Singh",,,,,"Pune",             0,,0,,,,,,,,,             0
       74813,           847,834799,"Pratibha Services",,,,"Opp Ganpati Mandir, Shahupuri, 1st Lane,","Kolhapur",             0,,0,,,,,,,,,             0
       74814,           848,822778,"PRATIK  BHANDARI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74815,           849,828319,"Pratiksha Dhane",,,,,"Pune",             0,,0,,,,,,,,,             0
       74816,           850,819727,"PRATIKSHA MOHAN",,,,,"Pune",             0,,0,,,,,,,,,             0
       74817,           851,828313,"Pratiksha Parab",,,,,"Pune",             0,,0,,,,,,,,,             0
       74818,           852,825070,"PRAVEEN BALACHANDRAN",,,,"2ND STAGE, YESHWANTHPUR","BANGALORE",             0,,0,,,,,,,,,             0
       74819,           853,819651,"PRAVEEN MENON",,,,,"Pune",             0,,0,,,,,,,,,             0
       74820,           854,820167,"PRAVEEN REDDY GOTTIMUKKULA",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74821,           855,819809,"PRAVIN RAUT",,,,,"Pune",             0,,0,,,,,,,,,             0
       74822,           856,841441,"Pravin Uttarwar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74823,           857,820120,"PREETHAM SUNIL",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74824,           858,819747,"PREETHI JOHN",,,,,"Pune",             0,,0,,,,,,,,,             0
       74825,           859,819749,"PREETI DAYAL",,,,,"Pune",             0,,0,,,,,,,,,             0
       74826,           860,819805,"PREETI GAIKWAD",,,,,"Pune",             0,,0,,,,,,,,,             0
       74827,           861,877474,"Preeti N Bhinganiya",,,,,"Pune",             0,,0,,,,,,,,,             0
       74828,           862,829752,"Preetiraj Onkar Deshmane",,,,,"Pune",             0,,0,,,,,,,,,             0
       74829,           863,832770,"Prem Kaur",,,,,"Pune",             0,,0,,,,,,,,,             0
       74830,           864,872589,"Premkumar  Lavhale",,,,,"Pune",             0,,0,,,,,,,,,             0
       74831,           865,836817,"Premsai Pillay",,,,,"Pune",             0,,0,,,,,,,,,             0
       74832,           866,844141,"Presto Power",,,,,"Pune",             0,,0,,,,,,,,,             0
       74833,           867,841839,"Prichi Gupta",,,,,"Pune",             0,,0,,,,,,,,,             0
       74834,           868,847319,"Princy Agarwal",,,,,"Pune",             0,,0,,,,,,,,,             0
       74835,           869,822775,"Pritesh Gianchandani",,,,,"Pune",             0,,0,,,,,,,,,             0
       74836,           870,877049,"Priya Anandrao Durge",,,,,"Pune",             0,,0,,,,,,,,,             0
       74837,           871,819803,"PRIYA DESHPANDE",,,,,"Pune",             0,,0,,,,,,,,,             0
       74838,           872,824643,"Priya Gaikwad",,,,,"Pune",             0,,0,,,,,,,,,             0
       74839,           873,872026,"Priyal Narvekar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74840,           874,823490,"Priyanka Balecha",,,,,"Pune",             0,,0,,,,,,,,,             0
       74841,           875,819635,"PRIYANKA CHAKRAVARTY",,,,,"Pune",             0,,0,,,,,,,,,             0
       74842,           876,828557,"Priyanka Dandage",,,,,"Pune",             0,,0,,,,,,,,,             0
       74843,           877,828171,"Priyanka Mittal",,,,,"Pune",             0,,0,,,,,,,,,             0
       74844,           878,819795,"PRIYANKA SAWANT",,,,,"Pune",             0,,0,,,,,,,,,             0
       74845,           879,821400,"Pro-Neel Effect Services",,,,,"Pune",             0,,0,,,,,,,,,             0
       74846,           880,822203,"Pro-Neel Multimedia",,,,,"Pune",             0,,0,,,,,,,,,             0
       74847,           881,833421,"Process Max Solutions Pvt. Ltd.",,,,,"Pune",             0,,0,,,,,,,,,             0
       74848,           882,821448,"Profession Tax Officer",,,,,"Pune",             0,,0,,,,,,,,,             0
       74849,           883,849170,"Professional office**INACIVATE VENDOR**",,,,"Wirral",,             0,,0,,,,,,,,,             0
       74850,           884,819524,"PRUTHVI ELECTRICALS & ENGINEERING WORKS",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74851,           885,819731,"PUJA SINGH",,,,,"Pune",             0,,0,,,,,,,,,             0
       74852,           886,828321,"Purnima Bhan",,,,,"Pune",             0,,0,,,,,,,,,             0
       74853,           887,849976,"Purva Kiran Gonjari",,,,,"Pune",             0,,0,,,,,,,,,             0
       74854,           888,852756,"QAI India Limited",,,,,"New Delhi",             0,,0,,,,,,,,,             0
       74855,           889,819525,"QUANTUM LEAP CONSULTING PVT LTD/ TEAM WA",,,,,"CHENNAI",             0,,0,,,,,,,,,             0
       74856,           890,825519,"Qwest HR Services Pvt. Ltd",,,,,"New Delhi",             0,,0,,,,,,,,,             0
       74857,           891,873322,"R K Home Appliance",,,,,"Pune",             0,,0,,,,,,,,,             0
       74858,           892,825135,"R&M Consultancy Services",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74859,           893,851126,"R.S. Events",,,,,"Pune",             0,,0,,,,,,,,,             0
       74860,           894,819964,"RAAJ VERMA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74861,           895,822760,"RACHI AGARWAL",,,,,"Pune",             0,,0,,,,,,,,,             0
       74862,           896,829907,"Radhika Bharat Hegishte",,,,,"Pune",             0,,0,,,,,,,,,             0
       74863,           897,845944,"Radhika Somana Designers (P) Ltd",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74864,           898,841241,"Radhika Soni",,,,,"Pune",             0,,0,,,,,,,,,             0
       74865,           899,820145,"RAGHAVENDER REDDY TUNIKI",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74866,           900,820195,"RAGHU DUBBA",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74867,           901,820050,"RAGHUNANDAN VENKATESHWARAN",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74868,           902,819906,"RAHI SHAIKH",,,,,"Pune",             0,,0,,,,,,,,,             0
       74869,           903,875963,"Rahul Chandra Upreti",,,,,"Pune",             0,,0,,,,,,,,,             0
       74870,           904,819869,"RAHUL MEHTA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74871,           905,826760,"Rahul Patil",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74872,           906,819903,"RAHUL SARDESAI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74873,           907,819642,"RAHUL SAWANT",,,,,"Pune",             0,,0,,,,,,,,,             0
       74874,           908,829682,"Rahul Shivaji Patil",,,,,"Pune",             0,,0,,,,,,,,,             0
       74875,           909,871251,"Rahul Shukla",,,,,"Pune",             0,,0,,,,,,,,,             0
       74876,           910,841841,"Raisa Bond Braganza",,,,,"Pune",             0,,0,,,,,,,,,             0
       74877,           911,841691,"Rajabhau Pandurang Gurav",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74878,           912,820097,"RAJASEKHAR PAMARTY",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74879,           913,839265,"Rajeev Kumar Trivedi",,,,,"Pune",             0,,0,,,,,,,,,             0
       74880,           914,819854,"RAJEEV NAIR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74881,           915,819770,"RAJENDRA PATIL",,,,,"Pune",             0,,0,,,,,,,,,             0
       74882,           916,820183,"RAJESH GOALLA",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74883,           917,829764,"Rajesh Pawar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74884,           918,823731,"Rajkiran Jagadale",,,,,"Pune",             0,,0,,,,,,,,,             0
       74885,           919,853577,"Rajshekar Sampathkumar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74886,           920,819856,"RAJSHRI YADAV",,,,,"Pune",             0,,0,,,,,,,,,             0
       74887,           921,819715,"Raksha Jain",,,,,"Pune",             0,,0,,,,,,,,,             0
       74888,           922,823634,"Ram Enterprises",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74889,           923,819697,"Ramesh More",,,,,"Pune",             0,,0,,,,,,,,,             0
       74890,           924,819526,"RAMESH TOURS & TRAVELS PVT LTD",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74891,           925,852822,"Ramgopal A",,,,,"Pune",             0,,0,,,,,,,,,             0
       74892,           926,877056,"Ramiz Kinikar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74893,           927,821480,"RAMMURTHY SRINIVAS",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74894,           928,819752,"RAMYA AMJATH VISWANATH",,,,,"Pune",             0,,0,,,,,,,,,             0
       74895,           929,819527,"RANADEY PROFESSIONAL SERVICES",,,,,"Pune",             0,,0,,,,,,,,,             0
       74896,           930,841046,"Randstad India Ltd",,,,,"Pune",             0,,0,,,,,,,,,             0
       74897,           931,819664,"Rani Philips",,,,,"Pune",             0,,0,,,,,,,,,             0
       74898,           932,820163,"RANI PRIYA RAMASAMY",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74899,           933,820044,"RANJAN K M",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74900,           934,819614,"RANJIT KUMAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74901,           935,841436,"Rashmi Hulsurkar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74902,           936,819765,"RASHMI KHANDELWAL",,,,,"Pune",             0,,0,,,,,,,,,             0
       74903,           937,819927,"RASHMI MISHRA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74904,           938,819698,"Rashmi Nair",,,,,"Pune",             0,,0,,,,,,,,,             0
       74905,           939,869272,"RASHMI RAJENDRA PATIL",,,,,"Pune",             0,,0,,,,,,,,,             0
       74906,           940,837357,"Rashmi Ramchandran Nair",,,,,"Pune",             0,,0,,,,,,,,,             0
       74907,           941,819634,"RASIK REDIJ",,,,,"Pune",             0,,0,,,,,,,,,             0
       74908,           942,877048,"Rasika Madanlal Bhoyar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74909,           943,819834,"RAVI GOHAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74910,           944,820076,"RAVI SAGAR",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74911,           945,820188,"RAVI SHANKAR YEDOTI",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74912,           946,820182,"RAVIKANT MISHRA",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74913,           947,871695,"RAVINDRA D WELTURKAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74914,           948,820071,"RAVINDRA HOYSAL",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74915,           949,872887,"RAVIRAJ MADHUKAR DALVI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74916,           950,832768,"Ravishankar Krishnan",,,,,"Pune",             0,,0,,,,,,,,,             0
       74917,           951,870901,"RCIL A/C RIS 100000122596553",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74918,           952,819528,"RCIL A/C RIS 2863957961-226008",,,,,"Pune",             0,,0,,,,,,,,,             0
       74919,           953,819529,"RCIL A/C RIS 2886776954",,,,,"Pune",             0,,0,,,,,,,,,             0
       74920,           954,819530,"RCIL A/C RIS 500001448308",,,,,"Pune",             0,,0,,,,,,,,,             0
       74921,           955,819531,"RCIL A/C RIS 500001550909",,,,,"Pune",             0,,0,,,,,,,,,             0
       74922,           956,839342,"RCIL A/C RIS 500005835706",,,,,"Pune",             0,,0,,,,,,,,,             0
       74923,           957,819532,"RCIL A/C RIS2912298906",,,,,"Pune",             0,,0,,,,,,,,,             0
       74924,           958,823681,"RCS Education Pvt Ltd",,,,"Doddakkaneli","Bangalore",             0,,0,,,,,,,,,             0
       74925,           959,869425,"Realtime Taxsutra Services Pvt Ltd",,,,,"Pune",             0,,0,,,,,,,,,             0
       74926,           960,826986,"Redington Distribution Pte Ltd",,,,,"Singapore",             0,,0,,,,,,,,,             0
       74927,           962,819533,"REDINGTON DISTRIBUTIONS PVT LTD",,,,"DHIRUBHAI AMBANI KNOWELDGE CITY","NAVI MUMBAI",             0,,0,,,,,,,,,             0
       74928,           963,834248,"Refonte Technology & Consulting",,,,"Phase 2, North Main Road, Koregaon Park","Pune",             0,,0,,,,,,,,,             0
       74929,           964,829771,"Regina Nil Varghese",,,,,"Pune",             0,,0,,,,,,,,,             0
       74930,           965,845847,"Rehaman Sound System",,,,,"Pune",             0,,0,,,,,,,,,             0
       74931,           966,821483,"Reliance Communications Limited",,,,,"Navi Mumbai",             0,,0,,,,,,,,,             0
       74932,           968,819534,"RENTOKIL INDIA PRIVATE LIMITED",,,,,"CHENNAI",             0,,0,,,,,,,,,             0
       74933,           969,829762,"Renu Kargave",,,,,"Pune",             0,,0,,,,,,,,,             0
       74934,           970,819535,"REPLICA XEROGRAPHY PVT LTD",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74935,           971,829309,"Resham Pandey",,,,,"Pune",             0,,0,,,,,,,,,             0
       74936,           972,819536,"RGP ENTERPRISES",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74937,           973,819730,"RICHA AGARWAL",,,,,"Pune",             0,,0,,,,,,,,,             0
       74938,           974,820165,"RICKEY SIMON VAS",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74939,           975,871608,"Rishi Chaudhary",,,,,"Pune",             0,,0,,,,,,,,,             0
       74940,           976,820098,"ROBIN POON",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74941,           977,824644,"Rohan Bhide",,,,,"Pune",             0,,0,,,,,,,,,             0
       74942,           978,819871,"ROHAN SHASHIDHARAN",,,,,"Pune",             0,,0,,,,,,,,,             0
       74943,           979,819997,"ROHIT KATH",,,,,"Pune",             0,,0,,,,,,,,,             0
       74944,           980,819902,"ROMA TOLANI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74945,           981,819820,"RONI ABRAHAM",,,,,"Pune",             0,,0,,,,,,,,,             0
       74946,           982,821219,"Roopesh K Shah",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74947,           983,872780,"Roshni Ahuja",,,,,"olhapur",             0,,0,,,,,,,,,             0
       74948,           984,849977,"Roshni Babasaheb Patil",,,,,"Pune",             0,,0,,,,,,,,,             0
       74949,           985,819782,"ROUMYASHREE BOXI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74950,           986,819537,"ROYAL AGENCIES",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74951,           987,819825,"RUBINA SAYYED",,,,,"Pune",             0,,0,,,,,,,,,             0
       74952,           988,824642,"Rucha Bhandare",,,,,"Pune",             0,,0,,,,,,,,,             0
       74953,           989,820089,"RUPA B. NAIDU",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74954,           990,870929,"Rutuja Rohit Upasani",,,,,"Pune",             0,,0,,,,,,,,,             0
       74955,           991,819623,"RYSE SEBASTIAN",,,,,"Pune",             0,,0,,,,,,,,,             0
       74956,           992,820099,"S M D JAHAN PARVEEZ",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74957,           993,819538,"S R MINERALS",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74958,           994,820056,"S. AISHWARYA",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74959,           995,819539,"S. M. ENTERPRISES",,,,"MAGADI MAIN ROAD,","BANGALORE",             0,,0,,,,,,,,,             0
       74960,           996,838215,"S.J.Nande",,,,,"Pune",             0,,0,,,,,,,,,             0
       74961,           997,823219,"S.R Furniture",,,,,"Pune",             0,,0,,,,,,,,,             0
       74962,           998,855040,"Saad Nizami",,,,,"Pune",             0,,0,,,,,,,,,             0
       74963,           999,838063,"SABINA MENDIS",,,,,"Pune",             0,,0,,,,,,,,,             0
       74964,"         1,000",873500,"Sachin Abhimanyu Naravade",,,,,"Pune",             0,,0,,,,,,,,,             0
       74965,"         1,001",819689,"Sachin Desai",,,,,"Pune",             0,,0,,,,,,,,,             0
       74966,"         1,002",819619,"SACHIN LOKHANDE",,,,,"Pune",             0,,0,,,,,,,,,             0
       74967,"         1,003",819540,"SACHIN SHROFF AND COMPANY",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74968,"         1,004",820150,"SACHIN VIJAYANAND DUBEY",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74969,"         1,005",819660,"SADIA SADIQ",,,,,"Pune",             0,,0,,,,,,,,,             0
       74970,"         1,006",823204,"Sagar Bhardwaj",,,,,"Pune",             0,,0,,,,,,,,,             0
       74971,"         1,007",819842,"SAGAR JHA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74972,"         1,008",841431,"Sagar Patil",,,,,"Pune",             0,,0,,,,,,,,,             0
       74973,"         1,009",829750,"Sagar Raghuveer Mengji",,,,,"Pune",             0,,0,,,,,,,,,             0
       74974,"         1,010",829316,"Sagar Shedge",,,,,"Pune",             0,,0,,,,,,,,,             0
       74975,"         1,011",877053,"Sahil Sandeep Shah",,,,,"Pune",             0,,0,,,,,,,,,             0
       74976,"         1,012",819721,"SAIFULLAH KHAN",,,,,"pune",             0,,0,,,,,,,,,             0
       74977,"         1,013",820146,"SAIKAT ROY",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74978,"         1,014",819541,"SAIPRASAD AGENCIES",,,,,"Pune",             0,,0,,,,,,,,,             0
       74979,"         1,015",822757,"Sakshi Agrawal",,,,,"Pune",             0,,0,,,,,,,,,             0
       74980,"         1,016",877057,"Salman Khan",,,,,"Pune",             0,,0,,,,,,,,,             0
       74981,"         1,017",823211,"Salome Gade",,,,,"Pune",             0,,0,,,,,,,,,             0
       74982,"         1,018",820061,"SAM STEPHEN",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74983,"         1,019",822198,"SAMEENA SYED",,,,,"Pune",             0,,0,,,,,,,,,             0
       74984,"         1,020",819957,"SAMEER IYER",,,,,"Pune",             0,,0,,,,,,,,,             0
       74985,"         1,021",819609,"SAMEER SHAIKH",,,,,"pune",             0,,0,,,,,,,,,             0
       74986,"         1,022",819873,"SAMEER SWAMY",,,,,"Pune",             0,,0,,,,,,,,,             0
       74987,"         1,023",875754,"Sameerkumar Vilasrao Bote",,,,,"Pune",             0,,0,,,,,,,,,             0
       74988,"         1,024",828314,"Samindara Dalvi",,,,,"Pune",             0,,0,,,,,,,,,             0
       74989,"         1,025",819625,"SAMRAT LOTANKAR",,,,,"pune",             0,,0,,,,,,,,,             0
       74990,"         1,026",821379,"SAN Solution India Pvt Ltd",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74991,"         1,027",829916,"Sana Shahid Shaikh",,,,,"Pune",             0,,0,,,,,,,,,             0
       74992,"         1,028",819653,"SANCHITA JAIN",,,,,"Pune",             0,,0,,,,,,,,,             0
       74993,"         1,029",820018,"SANDEEP CHALLAPALLE",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74994,"         1,030",820162,"SANDEEP KOTRIKE",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74995,"         1,031",819844,"SANDESH DARWATKAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74996,"         1,032",841368,"Sandhya Sriram",,,,,"Pune",             0,,0,,,,,,,,,             0
       74997,"         1,033",819791,"SANGEETA AGRAWAL",,,,,"Pune",             0,,0,,,,,,,,,             0
       74998,"         1,034",819897,"SANGEETA NAIR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74999,"         1,035",819879,"SANGEETHA IYER",,,,,"Pune",             0,,0,,,,,,,,,             0
       75000,"         1,036",819542,"SANGHAVI IMPEX",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       75001,"         1,037",819670,"Sangita Kashikar",,,,,"Pune",             0,,0,,,,,,,,,             0
       75002,"         1,038",820172,"SANGU VENKATESWARA REDDY",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75003,"         1,039",820096,"SANJEEB CHAUDHARY",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75004,"         1,040",820118,"SANJEEV REDDY",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75005,"         1,041",838035,"Sanjeevani Stanley",,,,,"Pune",             0,,0,,,,,,,,,             0
       75006,"         1,042",821260,"Sanju Mota",,,,,"Pune",             0,,0,,,,,,,,,             0
       75007,"         1,043",819744,"SANOBER SHAIKH",,,,,"Pune",             0,,0,,,,,,,,,             0
       75008,"         1,044",823497,"Santosh Ghorpade",,,,,"Pune",             0,,0,,,,,,,,,             0
       75009,"         1,045",819808,"SANTOSH MORE",,,,,"Pune",             0,,0,,,,,,,,,             0
       75010,"         1,046",819840,"SANTOSHI GEDAM",,,,,"Pune",             0,,0,,,,,,,,,             0
       75011,"         1,047",820084,"Sanup C R",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75012,"         1,048",829767,"Sapana Sankpal",,,,,"Pune",             0,,0,,,,,,,,,             0
       75013,"         1,049",850769,"Sapna Sarkate",,,,,"Pune",             0,,0,,,,,,,,,             0
       75014,"         1,050",820133,"SARATH KUMAR",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
